id;Name;Gender;Produit;Type;Prix;Date
254;Jelani Jalloh;Male;Paquet de lentilles;Alimentation;750;2022-10-09 22:35:00.0000000
255;Amina Azikiwe;Female;Pâté de marcassin aux airelles;Charcuterie;1800;2022-05-19 20:27:00.0000000
256;Brooklyn Sanchez;Female;Pot de moutarde;Condiment;500;2022-07-02 19:06:00.0000000
257;Patricia Lopez;Female;Crème solaire enfant biodégradable Uriage;Produits de protection solaire;2000;2022-01-03 02:17:00.0000000
258;Nicole King;Female;Pâté de lapin aux noix;Charcuterie;1800;2022-05-18 10:23:00.0000000
259;Mohammed Maalouf;Male;Shampooing hydratant Timotei;Produits de soin capillaire;1500;2022-11-05 18:54:00.0000000
260;Billy Coleman;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-03-27 09:04:00.0000000
261;Nneka Nwadike;Female;Tube de dentifrice Colgate;Hygiène;750;2022-01-22 17:45:00.0000000
262;Kwesi Bonsu;Male;Pâté de canard;Charcuterie;1500;2022-03-11 01:55:00.0000000
263;Margaret Scott;Female;Terrine de faisan aux morilles;Charcuterie;1700;2022-10-12 11:40:00.0000000
264;Adam Scott;Male;Sachet de piment en poudre;Condiment;500;2022-06-05 17:29:00.0000000
265;Kwaku Amponsah;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-09-21 17:17:00.0000000
266;Jesse Murphy;Male;Rillettes de poisson;Charcuterie;1300;2022-01-16 02:08:00.0000000
267;Amy Jenkins;Female;Sac de farine de blé;Alimentation;1500;2022-03-24 09:49:00.0000000
268;Fanta Camara;Female;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2022-05-10 02:42:00.0000000
269;Sarah Davis;Female;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-06-02 11:55:00.0000000
270;Amy Jenkins;Female;Sachet de sucre Daddy;Sucrerie;500;2022-07-01 09:54:00.0000000
271;Sekou Toure;Male;Lingettes démaquillantes Nivea;Produits de démaquillage;800;2022-06-04 10:45:00.0000000
272;Aminata Cissé;Female;Sachet de levure chimique;Condiment;500;2022-11-16 07:45:00.0000000
273;Fatoumata Camara;Female;Lotion tonique purifiante Neutrogena;Produits de soin pour le visage;1200;2022-05-23 12:29:00.0000000
274;Bintou Traoré;Female;Pot de miel;Condiment;1000;2022-08-20 09:15:00.0000000
275;Kevin Rivera;Male;Shampooing anti-pelliculaire Head & Shoulders;Produits de soin capillaire;1500;2022-08-18 15:58:00.0000000
276;Kyle Lewis;Male;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-10-25 10:16:00.0000000
277;Michael Phillips;Male;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-02-21 01:14:00.0000000
278;Caleb Ward;Male;Soin anti-rides contour des yeux L'Oréal;Produits de soin pour le visage;2500;2022-06-06 19:22:00.0000000
279;Kwesi Agyei;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-12-31 13:14:00.0000000
280;George Cook;Male;Rillettes de lapin;Charcuterie;1300;2022-11-07 00:08:00.0000000
281;Nneka Nwadike;Female;Terrine de faisan aux morilles;Charcuterie;1700;2022-07-03 15:59:00.0000000
282;Ngozi Onyeama;Female;Pain de savon Lux;Hygiène;500;2022-06-27 04:42:00.0000000
283;Rebecca Rivera;Female;Saucisse au poivre;Charcuterie;1600;2022-10-21 01:30:00.0000000
284;Jimmy Perry;Male;Jambon des Ardennes;Charcuterie;2000;2022-02-05 18:51:00.0000000
285;Christopher Gonzalez;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-03-07 11:45:00.0000000
286;Julie Nelson;Female;Lotion tonique Nivea;Produits de soin pour le visage;1200;2022-07-25 23:43:00.0000000
287;Fanta Diallo;Female;Terrine de marcassin;Charcuterie;1700;2022-06-18 00:23:00.0000000
288;Fanta Camara;Female;Paquet de biscuits Oreo;Biscuits;1000;2022-03-10 01:59:00.0000000
289;Kwadwo Mensah;Male;Paquet de chips Tortilla;Snack;1000;2022-10-24 04:47:00.0000000
290;Saidou Bah;Male;Saucisson à la figue;Charcuterie;1600;2022-05-17 06:05:00.0000000
291;Miranda Allen;Female;Jambon cru;Charcuterie;1700;2022-05-20 13:02:00.0000000
292;Helen Russell;Female;Saucisse de Montbéliard;Charcuterie;1900;2022-09-26 19:15:00.0000000
293;Fatimah Mohammed;Female;Gel nettoyant visage La Roche-Posay;Produits de soin pour le visage;1800;2022-08-07 12:42:00.0000000
294;Melissa Bailey;Female;Terrine de marcassin;Charcuterie;1700;2022-12-12 21:10:00.0000000
295;Caroline Bailey;Female;Sac de farine de blé;Alimentation;1500;2022-12-10 18:14:00.0000000
296;Derek Nelson;Male;Pain de savon Lux;Hygiène;500;2022-06-05 03:22:00.0000000
297;Frances Coleman;Female;Sachet de thé vert;Thé;500;2022-09-26 23:01:00.0000000
298;Lamidi Adekunle;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-02-17 11:22:00.0000000
299;Harper King;Female;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-05-18 04:56:00.0000000
300;Jabari Nkrumah;Male;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2022-02-26 23:18:00.0000000
301;Miranda Allen;Female;Baume à cuticules Sally Hansen;Produits de soin pour les ongles;1000;2022-10-25 11:55:00.0000000
302;Joseph Richardson;Male;Déodorant bille fraîcheur Nivea;Produits d'hygiène;800;2022-12-26 02:58:00.0000000
303;Adjoa Boateng;Female;Paquet de pâtes Barilla;Alimentation;1000;2022-12-04 12:47:00.0000000
304;Daniel Green;Male;Sachet de sucre roux;Sucrerie;500;2022-04-02 17:39:00.0000000
305;Monica Perez;Female;Saucisson à la mirabelle;Charcuterie;1400;2022-04-07 00:54:00.0000000
306;Michael Smith;Male;Coppa;Charcuterie;1600;2022-09-22 13:28:00.0000000
307;Jimmy Perry;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-04-16 09:09:00.0000000
308;Mamadou Diallo;Male;Pâté de marcassin;Charcuterie;1900;2022-09-24 23:19:00.0000000
309;Amara Sankoh;Male;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-11-15 22:45:00.0000000
310;Alan Diaz;Male;Jambon de Luxeuil;Charcuterie;2000;2022-05-08 06:45:00.0000000
311;Bobby Howard;Male;Sachet de poudre de curry;Condiment;500;2022-10-05 08:43:00.0000000
312;Fatima Keita;Female;Déodorant stick Narta;Produits d'hygiène;800;2022-07-26 23:36:00.0000000
313;Aisha Ibrahim;Female;Gel nettoyant visage doux Nivea;Produits de soin pour le visage;1800;2022-02-20 12:44:00.0000000
314;Edward Nelson;Male;Pâté de marcassin aux champignons;Charcuterie;1800;2022-04-16 16:41:00.0000000
315;William Perez;Male;Rillettes de truite;Charcuterie;1500;2022-06-25 13:33:00.0000000
316;Fatima Nkrumah;Female;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-02-25 22:18:00.0000000
317;Anthony Hill;Male;Crème réparatrice pour les pieds Scholl;Produits de soin pour les pieds;1500;2022-08-22 01:55:00.0000000
318;Fatimah Mohammed;Female;Jambon cru;Charcuterie;1700;2022-05-21 12:46:00.0000000
319;Fatimah Ibrahim;Female;Jambon de Luxeuil;Charcuterie;2000;2022-07-17 21:57:00.0000000
320;Kwesi Anang;Male;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2022-08-31 11:20:00.0000000
321;Sara Henderson;Female;Soin liftant anti-âge L'Oréal;Produits de soin pour le visage;2500;2022-01-24 21:00:00.0000000
322;Aria Cox;Female;Saucisson à la pistache;Charcuterie;1400;2022-04-03 22:09:00.0000000
323;Binta Sow;Female;Barre de chocolat Milka;Chocolat;750;2022-01-30 08:24:00.0000000
324;Mohammed Maalouf;Male;Terrine de pigeon;Charcuterie;1700;2022-03-06 09:37:00.0000000
325;Osei Mensah;Male;Saucisse au poivre;Charcuterie;1600;2022-07-23 21:58:00.0000000
326;Saidou Bah;Male;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-06-06 16:48:00.0000000
327;Jeremy Evans;Male;Crème hydratante Nivea;Produits de soin pour le corps;1000;2022-07-31 15:17:00.0000000
328;Omaru Sise;Male;Jambon de Paris;Charcuterie;1400;2022-11-18 19:29:00.0000000
329;Aisha Abubakar;Female;Sachet de graines de sésame;Condiment;750;2022-06-01 00:04:00.0000000
330;Anna Thompson;Female;Saucisse de porc;Charcuterie;1600;2022-12-04 07:29:00.0000000
331;Chinwe Okonkwo;Male;Gel coiffant effet brillant Schwarzkopf;Produits de coiffure;1500;2022-08-05 20:45:00.0000000
332;Abigail Mensah;Female;Sachet de graines de sésame;Condiment;750;2022-04-09 23:41:00.0000000
333;Oumar Camara;Male;Terrine de sanglier;Charcuterie;1700;2022-07-11 15:23:00.0000000
334;Mohammed Maalouf;Male;Baume nourrissant pour les mains L'Occitane;Produits de soin pour les mains;1000;2022-02-22 00:54:00.0000000
335;Kwasi Amoako;Male;Lingettes rafraîchissantes pour le visage Nivea;Produits de démaquillage;800;2022-04-24 11:22:00.0000000
336;Nancy Wright;Female;Paquet de pâtes Barilla;Alimentation;1000;2022-10-17 06:17:00.0000000
337;Matthew Lee;Male;Dentifrice bio Logodent;Produits d'hygiène dentaire;500;2022-10-07 07:32:00.0000000
338;Christopher Stewart;Male;Crème anti-cellulite Garnier;Produits de soin pour le corps;2000;2022-01-31 14:13:00.0000000
339;Taylor Turner;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-09-26 13:43:00.0000000
340;Michael Smith;Male;Terrine de faisan;Charcuterie;1700;2022-07-30 13:06:00.0000000
341;Emma Williams;Female;Saucisson de Lyon;Charcuterie;1400;2022-06-27 02:50:00.0000000
342;Ashley Garcia;Female;Rillettes de poisson;Charcuterie;1300;2022-03-21 20:28:00.0000000
343;Jelani Jalloh;Male;Mortadelle;Charcuterie;1700;2022-10-15 09:41:00.0000000
344;Aria Cox;Female;Saucisson à l'Espelette;Charcuterie;1400;2022-11-11 14:14:00.0000000
345;Aisha Abubakar;Female;Terrine de biche;Charcuterie;1700;2022-01-31 15:13:00.0000000
346;Ashley Martinez;Female;Démaquillant pour les yeux Nivea;Produits de démaquillage;1200;2022-09-20 08:45:00.0000000
347;Rebecca Carter;Female;Jambon de Montagne Noire;Charcuterie;2000;2022-02-15 02:35:00.0000000
348;Amaechi Okafor;Female;Lotion tonique adoucissante Garnier;Produits de soin pour le visage;1200;2022-02-12 16:30:00.0000000
349;James Lee;Male;Boîte de thé matcha;Thé;1500;2022-05-21 00:35:00.0000000
350;Chukwudi Eze;Male;Jambon de Montagne Noire;Charcuterie;2000;2022-07-02 04:28:00.0000000
351;Thomas Young;Male;Saucisson au genièvre;Charcuterie;1400;2022-08-18 17:31:00.0000000
352;Alexis Scott;Female;Pot de mayonnaise Amora;Condiment;1000;2022-03-28 01:27:00.0000000
353;Aminata Cissé;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-04-29 01:01:00.0000000
354;Joshua Martinez;Male;Boîte de thé matcha;Thé;1500;2022-03-29 12:46:00.0000000
355;Billy Coleman;Male;Bouteille de shampoing Head & Shoulders;Hygiène;1500;2022-01-27 21:05:00.0000000
356;Scarlett Price;Female;Pâté de canard;Charcuterie;1500;2022-07-01 21:32:00.0000000
357;Yaa Nkrumah;Female;Sachet de sucre Daddy;Sucrerie;500;2022-05-21 07:18:00.0000000
358;Eli Baker;Male;Saucisse de volaille;Charcuterie;1600;2022-10-16 02:12:00.0000000
359;Kevin King;Male;Boudin blanc;Charcuterie;1400;2022-11-10 02:05:00.0000000
360;Christian Wright;Male;Paquet de popcorn sucré;Snack;750;2022-12-16 20:57:00.0000000
361;Avery Murphy;Female;Rillettes de saumon;Charcuterie;1500;2022-12-12 00:41:00.0000000
362;Abigail Mensah;Female;Boîte de haricots verts en conserve;Condiment;750;2022-12-06 02:53:00.0000000
363;Wyatt Russell;Male;Gel coiffant L'Oréal;Produits de coiffure;1500;2022-03-29 06:15:00.0000000
364;Osei Bonsu;Male;Sachet de thé à la menthe;Thé;500;2022-05-24 09:16:00.0000000
365;Michelle Campbell;Female;Saucisson à l'ail;Charcuterie;1300;2022-09-16 06:05:00.0000000
366;Lamidi Adekunle;Male;Crème apaisante après-soleil Nivea;Produits de protection solaire;2000;2022-06-04 15:51:00.0000000
367;Nkosi Dlamini;Male;Crème pour les mains Neutrogena;Produits de soin pour les mains;1000;2022-04-28 12:38:00.0000000
368;Nneka Nwadike;Female;Lotion anti-âge pour le visage L'Oréal;Produits de soin pour le visage;1200;2022-10-19 07:43:00.0000000
369;Fatou Camara;Female;Jambon de la Dombes;Charcuterie;2000;2022-09-09 15:50:00.0000000
370;Jamila Kamara;Female;Jambon de Paris;Charcuterie;1400;2022-01-30 01:46:00.0000000
371;Aisha Ibrahim;Female;Baume pour les lèvres Carmex;Produits de soin des lèvres;700;2022-01-06 12:14:00.0000000
372;Sadia Traoré;Female;Pot de sauce barbecue;Condiment;1000;2022-10-06 14:03:00.0000000
373;Madison Foster;Female;Lingettes démaquillantes biodégradables à l'huile d'amande Neutrogena;Produits de démaquillage;800;2022-01-17 09:33:00.0000000
374;Kwadwo Mensah;Male;Rillettes de canard au poivre vert;Charcuterie;1500;2022-06-21 00:07:00.0000000
375;Allison Ross;Female;Saucisse de Toulouse;Charcuterie;1600;2022-06-30 05:18:00.0000000
376;Binta Sow;Female;Sachet de riz Mama Africa;Alimentation;2000;2022-05-12 16:02:00.0000000
377;Sekou Diop;Male;Shampooing volumateur Timotei;Produits de soin capillaire;1500;2022-10-29 15:32:00.0000000
378;Betty King;Female;Paquet de chips Pringles;Snack;1000;2022-09-25 16:12:00.0000000
379;Sebastian Wright;Male;Sachet de levure chimique;Condiment;500;2022-04-13 03:15:00.0000000
380;Anthony Hill;Male;Jambon de Bayonne;Charcuterie;1900;2022-07-29 16:48:00.0000000
381;Kristen Coleman;Female;Déodorant anti-transpirant Vichy;Produits d'hygiène;800;2022-08-23 05:59:00.0000000
382;Taylor Martinez;Female;Saucisse de Morteau;Charcuterie;1600;2022-12-27 09:42:00.0000000
383;Alex Johnson;Male;Pâté de lapin aux herbes de Provence;Charcuterie;1800;2022-10-26 12:16:00.0000000
384;Steven Collins;Male;Masque capillaire Garnier;Produits de soin capillaire;1800;2022-11-07 11:27:00.0000000
385;Kimberly Rivera;Female;Sachet de graines de sésame;Condiment;750;2022-12-27 02:59:00.0000000
386;Daniel Lewis;Male;Saucisse de porc;Charcuterie;1600;2022-02-10 06:50:00.0000000
387;Heather Bailey;Female;Crème de jour anti-taches Nivea;Produits de soin pour le visage;1200;2022-02-21 18:37:00.0000000
388;Mohammed Maalouf;Male;Paquet de riz complet;Alimentation;1500;2022-10-19 23:07:00.0000000
389;Chinelo Nwachukwu;Female;Baume après-rasage hydratant Nivea;Produits de rasage;700;2022-01-02 09:12:00.0000000
390;Kwabena Osei;Male;Démaquillant yeux bi-phasé waterproof L'Oréal;Produits de démaquillage;1200;2022-10-25 04:15:00.0000000
391;James Wilson;Male;Shampooing volumisant Schwarzkopf;Produits de soin capillaire;1800;2022-10-25 22:20:00.0000000
392;Saidi Jalloh;Male;Saucisse de porc;Charcuterie;1600;2022-07-24 14:53:00.0000000
393;Matthew Anderson;Male;Pot de moutarde;Condiment;500;2022-01-12 11:59:00.0000000
394;Adjoa Boateng;Female;Terrine de lapin;Charcuterie;1600;2022-02-23 08:53:00.0000000
395;Martha Diaz;Female;Paquet de biscuits Petit Beurre;Biscuits;1000;2022-03-19 10:40:00.0000000
396;Liam Jones;Male;Paquet de café Nescafé;Café;1500;2022-07-23 16:05:00.0000000
397;Oumar Camara;Male;Sachet de graines de chia;Condiment;1000;2022-11-24 10:11:00.0000000
398;Saidi Jalloh;Male;Sachet de grains de café arabica;Café;1000;2022-05-24 09:39:00.0000000
399;Andrew Hernandez;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-05-11 12:35:00.0000000
400;Kwame Mensah;Male;Paquet de lentilles;Alimentation;750;2022-05-19 19:13:00.0000000
401;Ngozi Onyeama;Female;Pâté de perdreau;Charcuterie;1800;2022-02-10 22:28:00.0000000
402;Jasmine Lopez;Female;Rillettes de lapin;Charcuterie;1300;2022-11-15 12:09:00.0000000
403;Ryan Turner;Male;Gel douche hydratant à la grenade Neutrogena;Produits de douche;1200;2022-05-31 14:15:00.0000000
404;Babatunde Adewale;Male;Saucisse de volaille;Charcuterie;1600;2022-09-15 23:31:00.0000000
405;Philip Robinson;Male;Sachet de chips au fromage;Snack;1000;2022-09-27 03:57:00.0000000
406;Samantha Barnes;Female;Paquet de couches Pampers;Hygiène;2500;2022-10-11 23:07:00.0000000
407;Jabari Nkrumah;Male;Saucisson aux noisettes;Charcuterie;1400;2022-08-10 00:06:00.0000000
408;Chiamaka Adewale;Female;Rillettes de thon à la coriandre;Charcuterie;1500;2022-03-26 03:30:00.0000000
409;Isaac Clark;Male;Pâté de marcassin;Charcuterie;1900;2022-10-08 08:16:00.0000000
410;Kayla Russell;Female;Sachet de thé vert;Thé;500;2022-12-13 03:16:00.0000000
411;Nneka Abubakar;Female;Jambon de Vendée;Charcuterie;1500;2022-06-12 20:05:00.0000000
412;Grace Edwards;Female;Saucisson à l'Armagnac;Charcuterie;1400;2022-09-19 10:33:00.0000000
413;Melissa Hughes;Female;Shampooing doux sans sulfates Timotei;Produits de soin capillaire;1500;2022-08-01 12:46:00.0000000
414;Sekou Diop;Male;Paquet de café Nescafé;Café;1500;2022-05-28 17:44:00.0000000
415;Aisha Ibrahim;Female;Sachet de sucre Daddy;Sucrerie;500;2022-12-19 23:53:00.0000000
416;Helen Russell;Female;Crème anti-rides Nivea;Produits de soin pour le visage;2500;2022-12-18 03:19:00.0000000
417;Lindsey Flores;Female;Baume réparateur pour les mains Biafine;Produits de soin pour les mains;1000;2022-08-11 13:25:00.0000000
418;Jason Wood;Male;Lingettes démaquillantes réutilisables Garnier;Produits de démaquillage;800;2022-11-19 17:15:00.0000000
419;Zara Nkrumah;Female;Lotion purifiante pour le visage Neutrogena;Produits de soin pour le visage;1200;2022-12-31 08:48:00.0000000
420;Olivia Turner;Female;Bouteille d'huile Aya;Huile;3750;2022-01-16 08:02:00.0000000
421;Ayanda Dlamini;Female;Jambon des Ardennes;Charcuterie;2000;2022-10-26 21:19:00.0000000
422;Osei Mensah;Male;Saucisse de Lyon;Charcuterie;1600;2022-08-16 16:58:00.0000000
423;Obinna Chukwu;Male;Rillettes de lapin;Charcuterie;1300;2022-05-10 23:13:00.0000000
424;Fatou Camara;Female;Baume réparateur pour les lèvres Bepanthen;Produits de soin des lèvres;700;2022-02-08 02:50:00.0000000
425;Fatoumata Camara;Female;Saucisson à la pistache;Charcuterie;1400;2022-02-12 12:13:00.0000000
426;Kwabena Osei;Male;Pot de mayonnaise Amora;Condiment;1000;2022-10-31 02:13:00.0000000
427;Ngozi Eze;Female;Saucisson au genièvre;Charcuterie;1400;2022-05-16 05:18:00.0000000
428;Kwaku Amponsah;Male;Paquet de biscottes;Biscuits;750;2022-01-19 21:19:00.0000000
429;Kwesi Agyei;Male;Sachet de paprika;Condiment;500;2022-02-26 13:31:00.0000000
430;Emeka Diop;Male;Pot de crème hydratante Nivea;Hygiène;1500;2022-05-01 04:25:00.0000000
431;Obinna Chukwu;Male;Coppa;Charcuterie;1600;2022-07-01 06:13:00.0000000
432;Musa Abubakar;Male;Gel coiffant effet mat Axe;Produits de coiffure;1500;2022-05-18 21:19:00.0000000
433;Aminata Cissé;Female;Pâté de volaille;Charcuterie;1200;2022-09-24 21:35:00.0000000
434;Adama Ba;Female;Pot de crème dessert Danette;Dessert;1000;2022-01-12 11:37:00.0000000
435;Abena Agyeman;Female;Saucisse sèche;Charcuterie;1700;2022-12-23 08:14:00.0000000
436;Lisa Rodriguez;Female;Bouteille de bière Guinness;Bière;1000;2022-07-20 23:11:00.0000000
437;Carol Ward;Female;Pâté de chevreuil;Charcuterie;1800;2022-03-30 05:43:00.0000000
438;Idris Bello;Male;Lait hydratant pour le corps Johnson's;Produits de soin pour le corps;1000;2022-06-21 07:04:00.0000000
439;Osei Bonsu;Male;Bouteille de Jack Daniel;Liqueur;5000;2022-05-20 21:43:00.0000000
440;Kwame Asante;Male;Soin hydratant matifiant Vichy;Produits de soin pour le visage;2500;2022-05-15 02:16:00.0000000
441;Aisha Abubakar;Female;Sac de croquettes pour chien Pedigree;Animaux;2000;2022-08-13 12:08:00.0000000
442;Obinna Chukwu;Male;Dentifrice bio blanchissant Lavera;Produits d'hygiène dentaire;500;2022-01-23 16:36:00.0000000
443;Mohammed Maalouf;Male;Jambon du Bourbonnais;Charcuterie;2000;2022-05-20 04:30:00.0000000
444;Sebastian Wright;Male;Boîte de céréales pour petit déjeuner;Alimentation;1500;2022-09-25 23:29:00.0000000
445;Maria Martinez;Female;Rillettes de canard;Charcuterie;1400;2022-03-01 01:31:00.0000000
446;Ronald Scott;Male;Shampooing hydratant Timotei;Produits de soin capillaire;1500;2022-05-13 11:47:00.0000000
447;Claire Taylor;Female;Rillettes de thon à l'huile d'olive;Charcuterie;1500;2022-04-30 21:07:00.0000000
448;Adiza Sow;Female;Sérum hydratant Vichy;Produits de soin pour le visage;3000;2022-05-02 20:55:00.0000000
